WKT,CGI
"POLYGON ((116.5374137931034 40.06663669855298, 116.5431896551724 40.06330200303266, 116.5431896551724 40.05663261199201, 116.5374137931034 40.0532979164717, 116.5316379310345 40.05663261199201, 116.5316379310345 40.06330200303266, 116.5374137931034 40.06663669855298))",501
"POLYGON ((116.5489655172414 40.06663669855298, 116.5547413793103 40.06330200303266, 116.5547413793103 40.05663261199201, 116.5489655172414 40.0532979164717, 116.5431896551724 40.05663261199201, 116.5431896551724 40.06330200303266, 116.5489655172414 40.06663669855298))",502
"POLYGON ((116.5605172413793 40.06663669855298, 116.5662931034483 40.06330200303266, 116.5662931034483 40.05663261199201, 116.5605172413793 40.0532979164717, 116.5547413793103 40.05663261199201, 116.5547413793103 40.06330200303266, 116.5605172413793 40.06663669855298))",503
"POLYGON ((116.5720689655172 40.06663669855298, 116.5778448275862 40.06330200303266, 116.5778448275862 40.05663261199201, 116.5720689655172 40.0532979164717, 116.5662931034483 40.05663261199201, 116.5662931034483 40.06330200303266, 116.5720689655172 40.06663669855298))",504
"POLYGON ((116.5836206896552 40.06663669855298, 116.5893965517241 40.06330200303266, 116.5893965517241 40.05663261199201, 116.5836206896552 40.0532979164717, 116.5778448275862 40.05663261199201, 116.5778448275862 40.06330200303266, 116.5836206896552 40.06663669855298))",505
"POLYGON ((116.5951724137931 40.06663669855298, 116.6009482758621 40.06330200303266, 116.6009482758621 40.05663261199201, 116.5951724137931 40.0532979164717, 116.5893965517241 40.05663261199201, 116.5893965517241 40.06330200303266, 116.5951724137931 40.06663669855298))",506
"POLYGON ((116.606724137931 40.06663669855298, 116.6125 40.06330200303266, 116.6125 40.05663261199201, 116.606724137931 40.0532979164717, 116.6009482758621 40.05663261199201, 116.6009482758621 40.06330200303266, 116.606724137931 40.06663669855298))",507
"POLYGON ((116.618275862069 40.06663669855298, 116.6240517241379 40.06330200303266, 116.6240517241379 40.05663261199201, 116.618275862069 40.0532979164717, 116.6125 40.05663261199201, 116.6125 40.06330200303266, 116.618275862069 40.06663669855298))",508
"POLYGON ((116.6298275862069 40.06663669855298, 116.6356034482759 40.06330200303266, 116.6356034482759 40.05663261199201, 116.6298275862069 40.0532979164717, 116.6240517241379 40.05663261199201, 116.6240517241379 40.06330200303266, 116.6298275862069 40.06663669855298))",509
"POLYGON ((116.6413793103448 40.06663669855298, 116.6471551724138 40.06330200303266, 116.6471551724138 40.05663261199201, 116.6413793103448 40.0532979164717, 116.6356034482758 40.05663261199201, 116.6356034482758 40.06330200303266, 116.6413793103448 40.06663669855298))",510
"POLYGON ((116.6529310344827 40.06663669855298, 116.6587068965517 40.06330200303266, 116.6587068965517 40.05663261199201, 116.6529310344827 40.0532979164717, 116.6471551724138 40.05663261199201, 116.6471551724138 40.06330200303266, 116.6529310344827 40.06663669855298))",511
"POLYGON ((116.6644827586207 40.06663669855298, 116.6702586206897 40.06330200303266, 116.6702586206897 40.05663261199201, 116.6644827586207 40.0532979164717, 116.6587068965517 40.05663261199201, 116.6587068965517 40.06330200303266, 116.6644827586207 40.06663669855298))",512
"POLYGON ((116.6760344827586 40.06663669855298, 116.6818103448276 40.06330200303266, 116.6818103448276 40.05663261199201, 116.6760344827586 40.0532979164717, 116.6702586206896 40.05663261199201, 116.6702586206896 40.06330200303266, 116.6760344827586 40.06663669855298))",513
"POLYGON ((116.6875862068965 40.06663669855298, 116.6933620689655 40.06330200303266, 116.6933620689655 40.05663261199201, 116.6875862068965 40.0532979164717, 116.6818103448276 40.05663261199201, 116.6818103448276 40.06330200303266, 116.6875862068965 40.06663669855298))",514
"POLYGON ((116.6991379310345 40.06663669855298, 116.7049137931034 40.06330200303266, 116.7049137931034 40.05663261199201, 116.6991379310345 40.0532979164717, 116.6933620689655 40.05663261199201, 116.6933620689655 40.06330200303266, 116.6991379310345 40.06663669855298))",515
"POLYGON ((116.7106896551724 40.06663669855298, 116.7164655172414 40.06330200303266, 116.7164655172414 40.05663261199201, 116.7106896551724 40.0532979164717, 116.7049137931034 40.05663261199201, 116.7049137931034 40.06330200303266, 116.7106896551724 40.06663669855298))",516
"POLYGON ((116.7222413793103 40.06663669855298, 116.7280172413793 40.06330200303266, 116.7280172413793 40.05663261199201, 116.7222413793103 40.0532979164717, 116.7164655172414 40.05663261199201, 116.7164655172414 40.06330200303266, 116.7222413793103 40.06663669855298))",517
"POLYGON ((116.7337931034483 40.06663669855298, 116.7395689655172 40.06330200303266, 116.7395689655172 40.05663261199201, 116.7337931034483 40.0532979164717, 116.7280172413793 40.05663261199201, 116.7280172413793 40.06330200303266, 116.7337931034483 40.06663669855298))",518
"POLYGON ((116.7453448275862 40.06663669855298, 116.7511206896552 40.06330200303266, 116.7511206896552 40.05663261199201, 116.7453448275862 40.0532979164717, 116.7395689655172 40.05663261199201, 116.7395689655172 40.06330200303266, 116.7453448275862 40.06663669855298))",519
"POLYGON ((116.7568965517241 40.06663669855298, 116.7626724137931 40.06330200303266, 116.7626724137931 40.05663261199201, 116.7568965517241 40.0532979164717, 116.7511206896552 40.05663261199201, 116.7511206896552 40.06330200303266, 116.7568965517241 40.06663669855298))",520
"POLYGON ((116.7684482758621 40.06663669855298, 116.774224137931 40.06330200303266, 116.774224137931 40.05663261199201, 116.7684482758621 40.0532979164717, 116.7626724137931 40.05663261199201, 116.7626724137931 40.06330200303266, 116.7684482758621 40.06663669855298))",521
"POLYGON ((116.115775862069 40.05663261199201, 116.1215517241379 40.0532979164717, 116.1215517241379 40.04662852543105, 116.115775862069 40.04329382991074, 116.11 40.04662852543105, 116.11 40.0532979164717, 116.115775862069 40.05663261199201))",522
"POLYGON ((116.1273275862069 40.05663261199201, 116.1331034482759 40.0532979164717, 116.1331034482759 40.04662852543105, 116.1273275862069 40.04329382991074, 116.1215517241379 40.04662852543105, 116.1215517241379 40.0532979164717, 116.1273275862069 40.05663261199201))",523
"POLYGON ((116.1388793103448 40.05663261199201, 116.1446551724138 40.0532979164717, 116.1446551724138 40.04662852543105, 116.1388793103448 40.04329382991074, 116.1331034482759 40.04662852543105, 116.1331034482759 40.0532979164717, 116.1388793103448 40.05663261199201))",524
"POLYGON ((116.1504310344828 40.05663261199201, 116.1562068965517 40.0532979164717, 116.1562068965517 40.04662852543105, 116.1504310344828 40.04329382991074, 116.1446551724138 40.04662852543105, 116.1446551724138 40.0532979164717, 116.1504310344828 40.05663261199201))",525
"POLYGON ((116.1619827586207 40.05663261199201, 116.1677586206897 40.0532979164717, 116.1677586206897 40.04662852543105, 116.1619827586207 40.04329382991074, 116.1562068965517 40.04662852543105, 116.1562068965517 40.0532979164717, 116.1619827586207 40.05663261199201))",526
"POLYGON ((116.1735344827586 40.05663261199201, 116.1793103448276 40.0532979164717, 116.1793103448276 40.04662852543105, 116.1735344827586 40.04329382991074, 116.1677586206897 40.04662852543105, 116.1677586206897 40.0532979164717, 116.1735344827586 40.05663261199201))",527
"POLYGON ((116.1850862068966 40.05663261199201, 116.1908620689655 40.0532979164717, 116.1908620689655 40.04662852543105, 116.1850862068966 40.04329382991074, 116.1793103448276 40.04662852543105, 116.1793103448276 40.0532979164717, 116.1850862068966 40.05663261199201))",528
"POLYGON ((116.1966379310345 40.05663261199201, 116.2024137931035 40.0532979164717, 116.2024137931035 40.04662852543105, 116.1966379310345 40.04329382991074, 116.1908620689655 40.04662852543105, 116.1908620689655 40.0532979164717, 116.1966379310345 40.05663261199201))",529
"POLYGON ((116.2081896551724 40.05663261199201, 116.2139655172414 40.0532979164717, 116.2139655172414 40.04662852543105, 116.2081896551724 40.04329382991074, 116.2024137931034 40.04662852543105, 116.2024137931034 40.0532979164717, 116.2081896551724 40.05663261199201))",530
"POLYGON ((116.2197413793103 40.05663261199201, 116.2255172413793 40.0532979164717, 116.2255172413793 40.04662852543105, 116.2197413793103 40.04329382991074, 116.2139655172414 40.04662852543105, 116.2139655172414 40.0532979164717, 116.2197413793103 40.05663261199201))",531
"POLYGON ((116.2312931034483 40.05663261199201, 116.2370689655173 40.0532979164717, 116.2370689655173 40.04662852543105, 116.2312931034483 40.04329382991074, 116.2255172413793 40.04662852543105, 116.2255172413793 40.0532979164717, 116.2312931034483 40.05663261199201))",532
"POLYGON ((116.2428448275862 40.05663261199201, 116.2486206896552 40.0532979164717, 116.2486206896552 40.04662852543105, 116.2428448275862 40.04329382991074, 116.2370689655172 40.04662852543105, 116.2370689655172 40.0532979164717, 116.2428448275862 40.05663261199201))",533
"POLYGON ((116.2543965517241 40.05663261199201, 116.2601724137931 40.0532979164717, 116.2601724137931 40.04662852543105, 116.2543965517241 40.04329382991074, 116.2486206896552 40.04662852543105, 116.2486206896552 40.0532979164717, 116.2543965517241 40.05663261199201))",534
"POLYGON ((116.2659482758621 40.05663261199201, 116.271724137931 40.0532979164717, 116.271724137931 40.04662852543105, 116.2659482758621 40.04329382991074, 116.2601724137931 40.04662852543105, 116.2601724137931 40.0532979164717, 116.2659482758621 40.05663261199201))",535
"POLYGON ((116.2775 40.05663261199201, 116.283275862069 40.0532979164717, 116.283275862069 40.04662852543105, 116.2775 40.04329382991074, 116.271724137931 40.04662852543105, 116.271724137931 40.0532979164717, 116.2775 40.05663261199201))",536
"POLYGON ((116.2890517241379 40.05663261199201, 116.2948275862069 40.0532979164717, 116.2948275862069 40.04662852543105, 116.2890517241379 40.04329382991074, 116.283275862069 40.04662852543105, 116.283275862069 40.0532979164717, 116.2890517241379 40.05663261199201))",537
"POLYGON ((116.3006034482759 40.05663261199201, 116.3063793103448 40.0532979164717, 116.3063793103448 40.04662852543105, 116.3006034482759 40.04329382991074, 116.2948275862069 40.04662852543105, 116.2948275862069 40.0532979164717, 116.3006034482759 40.05663261199201))",538
"POLYGON ((116.3121551724138 40.05663261199201, 116.3179310344828 40.0532979164717, 116.3179310344828 40.04662852543105, 116.3121551724138 40.04329382991074, 116.3063793103448 40.04662852543105, 116.3063793103448 40.0532979164717, 116.3121551724138 40.05663261199201))",539
"POLYGON ((116.3237068965517 40.05663261199201, 116.3294827586207 40.0532979164717, 116.3294827586207 40.04662852543105, 116.3237068965517 40.04329382991074, 116.3179310344828 40.04662852543105, 116.3179310344828 40.0532979164717, 116.3237068965517 40.05663261199201))",540
"POLYGON ((116.3352586206897 40.05663261199201, 116.3410344827586 40.0532979164717, 116.3410344827586 40.04662852543105, 116.3352586206897 40.04329382991074, 116.3294827586207 40.04662852543105, 116.3294827586207 40.0532979164717, 116.3352586206897 40.05663261199201))",541
"POLYGON ((116.3468103448276 40.05663261199201, 116.3525862068966 40.0532979164717, 116.3525862068966 40.04662852543105, 116.3468103448276 40.04329382991074, 116.3410344827586 40.04662852543105, 116.3410344827586 40.0532979164717, 116.3468103448276 40.05663261199201))",542
"POLYGON ((116.3583620689655 40.05663261199201, 116.3641379310345 40.0532979164717, 116.3641379310345 40.04662852543105, 116.3583620689655 40.04329382991074, 116.3525862068965 40.04662852543105, 116.3525862068965 40.0532979164717, 116.3583620689655 40.05663261199201))",543
"POLYGON ((116.3699137931034 40.05663261199201, 116.3756896551724 40.0532979164717, 116.3756896551724 40.04662852543105, 116.3699137931034 40.04329382991074, 116.3641379310345 40.04662852543105, 116.3641379310345 40.0532979164717, 116.3699137931034 40.05663261199201))",544
"POLYGON ((116.3814655172414 40.05663261199201, 116.3872413793104 40.0532979164717, 116.3872413793104 40.04662852543105, 116.3814655172414 40.04329382991074, 116.3756896551724 40.04662852543105, 116.3756896551724 40.0532979164717, 116.3814655172414 40.05663261199201))",545
"POLYGON ((116.3930172413793 40.05663261199201, 116.3987931034483 40.0532979164717, 116.3987931034483 40.04662852543105, 116.3930172413793 40.04329382991074, 116.3872413793103 40.04662852543105, 116.3872413793103 40.0532979164717, 116.3930172413793 40.05663261199201))",546
"POLYGON ((116.4045689655172 40.05663261199201, 116.4103448275862 40.0532979164717, 116.4103448275862 40.04662852543105, 116.4045689655172 40.04329382991074, 116.3987931034483 40.04662852543105, 116.3987931034483 40.0532979164717, 116.4045689655172 40.05663261199201))",547
"POLYGON ((116.4161206896552 40.05663261199201, 116.4218965517241 40.0532979164717, 116.4218965517241 40.04662852543105, 116.4161206896552 40.04329382991074, 116.4103448275862 40.04662852543105, 116.4103448275862 40.0532979164717, 116.4161206896552 40.05663261199201))",548
"POLYGON ((116.4276724137931 40.05663261199201, 116.4334482758621 40.0532979164717, 116.4334482758621 40.04662852543105, 116.4276724137931 40.04329382991074, 116.4218965517241 40.04662852543105, 116.4218965517241 40.0532979164717, 116.4276724137931 40.05663261199201))",549
"POLYGON ((116.439224137931 40.05663261199201, 116.445 40.0532979164717, 116.445 40.04662852543105, 116.439224137931 40.04329382991074, 116.4334482758621 40.04662852543105, 116.4334482758621 40.0532979164717, 116.439224137931 40.05663261199201))",550
"POLYGON ((116.450775862069 40.05663261199201, 116.4565517241379 40.0532979164717, 116.4565517241379 40.04662852543105, 116.450775862069 40.04329382991074, 116.445 40.04662852543105, 116.445 40.0532979164717, 116.450775862069 40.05663261199201))",551
"POLYGON ((116.4623275862069 40.05663261199201, 116.4681034482759 40.0532979164717, 116.4681034482759 40.04662852543105, 116.4623275862069 40.04329382991074, 116.4565517241379 40.04662852543105, 116.4565517241379 40.0532979164717, 116.4623275862069 40.05663261199201))",552
"POLYGON ((116.4738793103448 40.05663261199201, 116.4796551724138 40.0532979164717, 116.4796551724138 40.04662852543105, 116.4738793103448 40.04329382991074, 116.4681034482759 40.04662852543105, 116.4681034482759 40.0532979164717, 116.4738793103448 40.05663261199201))",553
"POLYGON ((116.4854310344828 40.05663261199201, 116.4912068965517 40.0532979164717, 116.4912068965517 40.04662852543105, 116.4854310344828 40.04329382991074, 116.4796551724138 40.04662852543105, 116.4796551724138 40.0532979164717, 116.4854310344828 40.05663261199201))",554
"POLYGON ((116.4969827586207 40.05663261199201, 116.5027586206897 40.0532979164717, 116.5027586206897 40.04662852543105, 116.4969827586207 40.04329382991074, 116.4912068965517 40.04662852543105, 116.4912068965517 40.0532979164717, 116.4969827586207 40.05663261199201))",555
"POLYGON ((116.5085344827586 40.05663261199201, 116.5143103448276 40.0532979164717, 116.5143103448276 40.04662852543105, 116.5085344827586 40.04329382991074, 116.5027586206896 40.04662852543105, 116.5027586206896 40.0532979164717, 116.5085344827586 40.05663261199201))",556
"POLYGON ((116.5200862068966 40.05663261199201, 116.5258620689655 40.0532979164717, 116.5258620689655 40.04662852543105, 116.5200862068966 40.04329382991074, 116.5143103448276 40.04662852543105, 116.5143103448276 40.0532979164717, 116.5200862068966 40.05663261199201))",557
